team_a,team_b,matches,team_a_wins,team_b_wins,draws,team_a_goal_diff
Morocco,Niger,3,3,0,0,7
Morocco,Nigeria,1,0,0,1,0
Morocco,Norway,1,0,0,1,0
Morocco,Oman,1,0,0,1,0
Morocco,Palestine,1,1,0,0,4
Morocco,Paraguay,2,1,0,1,1
Morocco,Peru,1,0,0,1,0
Morocco,Portugal,1,1,0,0,1
Morocco,Saudi Arabia,2,2,0,0,2
Morocco,Scotland,1,1,0,0,1
Morocco,Senegal,2,2,0,0,5
Morocco,Sierra Leone,1,1,0,0,2
Morocco,South Africa,4,2,2,0,-1
Morocco,Spain,1,0,0,1,0
Morocco,Sudan,2,2,0,0,5
Morocco,Syria,1,1,0,0,1
Morocco,Tanzania,4,4,0,0,8
Morocco,Tunisia,1,1,0,0,2
Morocco,Uganda,1,1,0,0,4
Morocco,United Arab Emirates,1,1,0,0,3
Morocco,United States,1,0,1,0,-3
Morocco,Zambia,5,4,1,0,6
Mozambique,Namibia,3,1,2,0,-1
Mozambique,Niger,1,0,0,1,0
Mozambique,Nigeria,2,0,2,0,-5
Mozambique,Rwanda,4,2,1,1,3
Mozambique,Senegal,4,0,3,1,-6
Mozambique,Seychelles,1,0,0,1,0
Mozambique,Somalia,2,2,0,0,2
Mozambique,South Africa,4,0,3,1,-6
Mozambique,Uganda,2,1,1,0,-2
Mozambique,Zimbabwe,1,0,0,1,0
Myanmar,Nepal,2,1,0,1,1
Myanmar,North Korea,2,0,2,0,-8
Myanmar,Pakistan,1,1,0,0,1
Myanmar,Philippines,3,0,2,1,-5
Myanmar,Singapore,6,1,4,1,-8
Myanmar,Sri Lanka,2,1,0,1,2
Myanmar,Syria,4,0,3,1,-14
Myanmar,Taiwan,1,0,0,1,0
Myanmar,Tajikistan,3,1,2,0,-7
Myanmar,Thailand,2,0,2,0,-10
Myanmar,Timor-Leste,1,1,0,0,2
Myanmar,Vietnam,2,0,2,0,-8
Namibia,Senegal,3,1,2,0,-4
Namibia,Seychelles,1,1,0,0,3
Namibia,South Africa,5,0,2,3,-5
Namibia,São Tomé and Príncipe,2,2,0,0,5
Namibia,Togo,2,1,1,0,0
Namibia,Tunisia,3,1,1,1,-2
Namibia,Zambia,3,0,3,0,-6
Namibia,Zimbabwe,3,1,2,0,-1
Nepal,Oman,1,0,1,0,-2
Nepal,Pakistan,2,2,0,0,2
Nepal,Philippines,1,0,1,0,-1
Nepal,Singapore,1,1,0,0,1
Nepal,Sri Lanka,1,1,0,0,1
Nepal,Taiwan,3,2,0,1,4
Nepal,Tajikistan,1,0,1,0,-4
Nepal,Thailand,1,0,1,0,-2
Nepal,United Arab Emirates,2,0,2,0,-8
Nepal,Vietnam,2,0,2,0,-3
Nepal,Yemen,2,0,1,1,-2
Netherlands,North Macedonia,1,1,0,0,3
Netherlands,Northern Ireland,2,1,0,1,2
Netherlands,Norway,3,2,0,1,3
Netherlands,Poland,7,4,0,3,5
Netherlands,Portugal,1,0,1,0,-1
Netherlands,Qatar,1,1,0,0,2
Netherlands,Republic of Ireland,2,2,0,0,2
Netherlands,Romania,1,1,0,0,3
Netherlands,Scotland,2,1,0,1,4
Netherlands,Senegal,1,1,0,0,2
Netherlands,Spain,3,0,0,3,0
Netherlands,Sweden,1,1,0,0,4
Netherlands,Turkey,3,2,1,0,4
Netherlands,Ukraine,1,1,0,0,1
Netherlands,United States,1,1,0,0,2
Netherlands,Uzbekistan,1,1,0,0,1
Netherlands,Wales,2,2,0,0,2
New Caledonia,New Zealand,2,0,2,0,-9
New Caledonia,Papua New Guinea,3,2,1,0,3
New Caledonia,Solomon Islands,5,2,2,1,1
New Caledonia,Tahiti,4,3,1,0,7
New Caledonia,Tonga,1,1,0,0,7
New Caledonia,Tuvalu,1,1,0,0,11
New Caledonia,Vanuatu,2,2,0,0,5
New Zealand,Norway,1,0,0,1,0
New Zealand,Oman,1,0,0,1,0
New Zealand,Papua New Guinea,1,1,0,0,1
New Zealand,Peru,1,0,1,0,-1
New Zealand,Poland,1,0,1,0,-1
New Zealand,Republic of Ireland,2,0,1,1,-2
New Zealand,Samoa,1,1,0,0,8
New Zealand,Solomon Islands,2,2,0,0,8
New Zealand,Sweden,1,0,1,0,-3
New Zealand,Tahiti,3,3,0,0,9
New Zealand,Tunisia,1,0,0,1,0
New Zealand,Ukraine,1,0,1,0,-1
New Zealand,United States,1,0,0,1,0
New Zealand,Vanuatu,3,3,0,0,14
Nicaragua,Panama,2,0,2,0,-4
Nicaragua,Paraguay,2,0,2,0,-6
Nicaragua,Peru,1,0,1,0,-2
Nicaragua,Puerto Rico,1,0,0,1,0
Nicaragua,Russia,1,0,1,0,-2
Nicaragua,Saint Vincent and the Grenadines,4,1,1,2,2
Nicaragua,South Africa,1,0,0,1,0
Nicaragua,Suriname,3,0,3,0,-8
Nicaragua,Trinidad and Tobago,2,1,0,1,1
Nicaragua,Turks and Caicos Islands,1,1,0,0,7
Nicaragua,Uruguay,1,0,1,0,-3
Niger,Senegal,1,0,1,0,-1
Niger,Sierra Leone,1,1,0,0,1
Niger,Somalia,1,1,0,0,3
Niger,Sudan,4,2,2,0,1
Niger,Tanzania,4,1,2,1,-1
Niger,Togo,2,0,2,0,-2
Niger,Uganda,2,0,1,1,-2
Niger,Zambia,3,2,0,1,2
Niger,Zimbabwe,1,0,0,1,0
Nigeria,Poland,1,0,0,1,0
Nigeria,Portugal,2,0,2,0,-5
Nigeria,Russia,1,0,0,1,0
Nigeria,Rwanda,4,2,1,1,2
Nigeria,Saudi Arabia,1,0,0,1,0
Nigeria,Senegal,1,0,1,0,-1
Nigeria,Seychelles,1,1,0,0,2
Nigeria,Sierra Leone,4,2,0,2,2
Nigeria,South Africa,4,1,0,3,1
Nigeria,Sudan,1,1,0,0,2
Nigeria,São Tomé and Príncipe,2,2,0,0,16
Nigeria,Tanzania,1,1,0,0,1
Nigeria,Tunisia,4,2,1,1,1
Nigeria,Uganda,1,1,0,0,2
Nigeria,Ukraine,1,0,0,1,0
Nigeria,Zimbabwe,4,1,0,3,2
North Korea,Qatar,3,0,2,1,-10
North Korea,Saudi Arabia,1,0,1,0,-4
North Korea,South Korea,1,0,0,1,0
North Korea,Sri Lanka,1,1,0,0,1
North Korea,Syria,3,1,2,0,-3
North Korea,Tajikistan,2,2,0,0,2
North Korea,Turkmenistan,1,0,1,0,-2
North Korea,United Arab Emirates,2,0,1,1,-1
North Korea,Uzbekistan,3,0,3,0,-6
North Macedonia,Poland,2,0,2,0,-3
North Macedonia,Portugal,1,0,1,0,-2
North Macedonia,Republic of Ireland,1,0,0,1,0
North Macedonia,Romania,2,0,1,1,-1
North Macedonia,Saudi Arabia,2,0,2,0,-2
North Macedonia,Slovenia,3,1,0,2,1
North Macedonia,Turkey,1,0,1,0,-4
North Macedonia,Ukraine,3,0,3,0,-4
North Macedonia,Wales,2,0,1,1,-6
Northern Ireland,Norway,2,0,2,0,-5
Northern Ireland,Romania,3,0,0,3,0
Northern Ireland,San Marino,2,2,0,0,5
Northern Ireland,Scotland,1,1,0,0,1
Northern Ireland,Slovakia,3,1,2,0,0
Northern Ireland,Slovenia,2,0,2,0,-3
Northern Ireland,Spain,1,0,1,0,-4
Northern Ireland,Sweden,1,0,1,0,-4
Northern Ireland,Switzerland,3,0,1,2,-2
Northern Ireland,Ukraine,1,0,1,0,-1
Northern Ireland,United States,1,0,1,0,-1
Northern Ireland,Wales,1,0,0,1,0
Northern Mariana Islands,Tahiti,1,0,1,0,-5
Northern Mariana Islands,Tuvalu,1,0,1,0,-3
Norway,Republic of Ireland,1,1,0,0,1
Norway,Romania,4,1,1,2,1
Norway,Scotland,2,0,1,1,-1
Norway,Senegal,1,1,0,0,1
Norway,Serbia,3,1,2,0,-2
Norway,Slovakia,2,1,0,1,2
Norway,Slovenia,4,2,1,1,5
Norway,Spain,4,0,3,1,-5
Norway,Sweden,5,3,0,2,4
Norway,Switzerland,1,0,0,1,0
Norway,Turkey,2,0,1,1,-3
Oman,Palestine,3,2,0,1,2
Oman,Qatar,5,1,3,1,-2
Oman,Saudi Arabia,7,2,5,0,-4
Oman,Singapore,1,0,0,1,0
Oman,Somalia,2,1,0,1,1
Oman,South Korea,2,0,1,1,-2
Oman,Sudan,3,1,0,2,2
Oman,Syria,2,2,0,0,2
Oman,Taiwan,2,2,0,0,6
Oman,Tajikistan,1,0,0,1,0
Oman,Thailand,3,2,0,1,3
Oman,Tunisia,1,0,1,0,-1
Oman,Turkmenistan,2,2,0,0,4
Oman,United Arab Emirates,3,1,1,1,0
Oman,United States,1,0,1,0,-4
Oman,Uzbekistan,2,0,2,0,-4
Oman,Vietnam,2,2,0,0,3
Oman,Yemen,1,1,0,0,1
Orkney,Shetland,1,1,0,0,1
Orkney,Western Isles,1,1,0,0,1
Orkney,Ynys Môn,1,0,1,0,-2
Padania,South Ossetia,1,0,1,0,-1
Padania,Székely Land,1,1,0,0,4
Padania,Sápmi,1,1,0,0,4
Padania,Western Armenia,1,0,0,1,0
Pakistan,Saudi Arabia,2,0,2,0,-7
Pakistan,Syria,2,0,2,0,-7
Pakistan,Tajikistan,2,0,2,0,-8
Palestine,Philippines,1,1,0,0,4
Palestine,Qatar,2,1,1,0,0
Palestine,Saudi Arabia,5,0,2,3,-6
Palestine,Singapore,2,1,1,0,3
Palestine,South Korea,2,0,0,2,0
Palestine,Syria,3,1,0,2,1
Palestine,Tunisia,1,0,0,1,0
Palestine,United Arab Emirates,1,0,0,1,0
Palestine,Uzbekistan,3,1,2,0,-1
Palestine,Vietnam,1,0,1,0,-2
Palestine,Yemen,4,3,1,0,8
Panama,Paraguay,1,0,1,0,-1
Panama,Peru,1,0,0,1,0
Panama,Qatar,3,1,1,1,3
Panama,Saudi Arabia,1,0,0,1,0
Panama,Serbia,1,0,0,1,0
Panama,South Africa,2,1,0,1,1
Panama,Suriname,2,0,0,2,0
Panama,Trinidad and Tobago,1,1,0,0,2
Panama,United States,9,3,5,1,-11
Panama,Uruguay,3,0,3,0,-10
Panama,Venezuela,1,0,0,1,0
Papua New Guinea,Samoa,2,2,0,0,7
Papua New Guinea,Singapore,1,0,0,1,0
Papua New Guinea,Solomon Islands,5,2,3,0,-2
Papua New Guinea,Sri Lanka,1,0,0,1,0
Papua New Guinea,Tahiti,2,0,1,1,-2
Papua New Guinea,Tonga,1,1,0,0,8
Papua New Guinea,Tuvalu,1,1,0,0,3
Papua New Guinea,Vanuatu,6,3,1,2,3
Paraguay,Peru,8,1,3,4,-3
Paraguay,Qatar,1,0,0,1,0
Paraguay,Saudi Arabia,1,0,0,1,0
Paraguay,Serbia,1,0,1,0,-1
Paraguay,Slovakia,1,0,0,1,0
Paraguay,South Korea,2,0,1,1,-2
Paraguay,Turkey,1,1,0,0,1
Paraguay,United Arab Emirates,1,1,0,0,1
Paraguay,United States,2,0,2,0,-4
Paraguay,Uruguay,5,1,2,2,0
Paraguay,Venezuela,4,3,1,0,2
Parishes of Jersey,Yorkshire,1,0,1,0,-1
Peru,Russia,1,0,0,1,0
Peru,Senegal,1,0,1,0,-2
Peru,South Korea,1,1,0,0,1
Peru,Spain,1,0,1,0,-2
Peru,Uruguay,7,1,3,3,-4
Peru,Venezuela,6,3,1,2,2
Philippines,Singapore,2,0,2,0,-3
Philippines,South Korea,1,0,1,0,-1
Philippines,Syria,2,0,2,0,-4
Philippines,Taiwan,2,0,1,1,-1
Philippines,Tajikistan,3,1,0,2,3
Philippines,Thailand,5,1,4,0,-8
Philippines,Timor-Leste,3,3,0,0,12
Philippines,Vietnam,4,0,3,1,-4
Philippines,Yemen,1,0,0,1,0
Poland,Portugal,2,0,2,0,-6
Poland,Russia,1,0,0,1,0
Poland,San Marino,2,2,0,0,11
Poland,Saudi Arabia,1,1,0,0,2
Poland,Scotland,3,1,1,1,0
Poland,Slovakia,1,0,1,0,-1
Poland,Slovenia,2,1,1,0,-1
Poland,Spain,1,0,0,1,0
Poland,Sweden,3,1,2,0,0
Poland,Turkey,1,1,0,0,1
Poland,Ukraine,3,2,1,0,2
Poland,Wales,3,2,0,1,2
Portugal,Qatar,2,2,0,0,5
Portugal,Republic of Ireland,5,3,1,1,3
Portugal,Scotland,2,1,0,1,1
Portugal,Serbia,4,1,1,2,1
Portugal,Slovakia,2,2,0,0,2
Portugal,Slovenia,2,0,1,1,-2
Portugal,South Korea,1,0,1,0,-1
Portugal,Spain,5,0,1,4,-1
Portugal,Sweden,3,3,0,0,8
Portugal,Switzerland,4,3,1,0,10
Portugal,Turkey,2,2,0,0,5
Portugal,Ukraine,2,0,1,1,-1
Portugal,United States,1,1,0,0,2
Portugal,Uruguay,1,1,0,0,2
Puerto Rico,Saint Kitts and Nevis,1,0,1,0,-1
Puerto Rico,Saint Vincent and the Grenadines,1,1,0,0,1
Puerto Rico,Saudi Arabia,1,0,1,0,-3
Puerto Rico,Sint Maarten,2,1,1,0,0
Puerto Rico,Suriname,2,0,1,1,-1
Puerto Rico,Trinidad and Tobago,1,0,0,1,0
Puerto Rico,United States Virgin Islands,1,1,0,0,2
Qatar,Republic of Ireland,3,0,2,1,-5
Qatar,Russia,2,0,1,1,-3
Qatar,Saudi Arabia,2,1,1,0,1
Qatar,Senegal,1,0,1,0,-2
Qatar,Serbia,2,0,2,0,-8
Qatar,Singapore,1,1,0,0,2
Qatar,Slovenia,1,0,0,1,0
Qatar,South Korea,2,1,1,0,0
Qatar,Switzerland,1,0,0,1,0
Qatar,Syria,1,0,0,1,0
Qatar,Tajikistan,1,1,0,0,1
Qatar,Tunisia,1,0,1,0,-3
Qatar,United Arab Emirates,8,4,2,2,5
Qatar,United States,1,0,1,0,-1
Qatar,Uzbekistan,3,1,1,1,-2
Qatar,Yemen,1,1,0,0,6
Qatar,Zimbabwe,1,0,1,0,-1
Raetia,Tibet,1,0,0,1,0
Raetia,Ticino,2,2,0,0,11
Raetia,Vatican City,1,0,0,1,0
Raetia,West Papua,1,0,0,1,0
Republic of Ireland,Scotland,2,1,1,0,2
Republic of Ireland,Senegal,1,0,0,1,0
Republic of Ireland,Serbia,2,0,1,1,-1
Republic of Ireland,Slovakia,1,0,0,1,0
Republic of Ireland,Switzerland,3,0,2,1,-3
Republic of Ireland,Ukraine,2,0,1,1,-1
Republic of Ireland,Wales,2,0,1,1,-1
Romania,San Marino,2,2,0,0,10
Romania,Slovakia,2,0,1,1,-2
Romania,Slovenia,1,0,1,0,-1
Romania,Spain,2,0,2,0,-6
Romania,Sweden,2,0,2,0,-3
Romania,Switzerland,2,1,0,1,1
Romania,Turkey,1,0,1,0,-1
Romania,Ukraine,1,1,0,0,3
Romania,Wales,1,1,0,0,1
Russia,San Marino,2,2,0,0,14
Russia,Scotland,2,2,0,0,5
Russia,Serbia,2,1,1,0,-3
Russia,Slovakia,2,1,1,0,0
Russia,Slovenia,2,2,0,0,2
Russia,Sweden,1,0,1,0,-1
Russia,Syria,1,1,0,0,4
Russia,Tajikistan,1,0,0,1,0
Russia,Trinidad and Tobago,1,1,0,0,3
Russia,Turkey,2,0,1,1,-1
Russia,Uzbekistan,1,0,0,1,0
Russia,Vietnam,1,1,0,0,3
Russia,Zambia,1,1,0,0,5
Rwanda,Senegal,2,0,1,1,-1
Rwanda,Seychelles,2,2,0,0,10
Rwanda,South Africa,2,1,1,0,-1
Rwanda,Sudan,2,1,0,1,1
Rwanda,Tanzania,1,0,0,1,0
Rwanda,Uganda,2,0,2,0,-2
Rwanda,Zimbabwe,2,1,0,1,1
Réunion,Seychelles,1,1,0,0,4
Saint Barthélemy,Saint Martin,2,1,1,0,0
Saint Barthélemy,Sint Maarten,2,1,0,1,4
Saint Helena,Shetland,1,0,1,0,-5
Saint Helena,Western Isles,1,0,1,0,-1
Saint Helena,Ynys Môn,1,0,1,0,-5
Saint Kitts and Nevis,Saint Lucia,2,0,1,1,-2
Saint Kitts and Nevis,Saint Martin,4,3,0,1,8
Saint Kitts and Nevis,Saint Vincent and the Grenadines,2,0,2,0,-5
Saint Kitts and Nevis,San Marino,2,1,0,1,2
Saint Kitts and Nevis,Sint Maarten,3,1,1,1,0
Saint Kitts and Nevis,Solomon Islands,1,1,0,0,2
Saint Kitts and Nevis,Suriname,1,0,1,0,-2
Saint Kitts and Nevis,Trinidad and Tobago,3,0,3,0,-9
Saint Kitts and Nevis,United States,1,0,1,0,-6
Saint Lucia,Saint Martin,2,1,1,0,-3
Saint Lucia,Saint Vincent and the Grenadines,1,0,1,0,-2
Saint Lucia,San Marino,2,1,0,1,1
Saint Lucia,Sint Maarten,2,1,1,0,3
Saint Lucia,Trinidad and Tobago,1,0,1,0,-1
Saint Martin,Sint Maarten,1,0,1,0,-1
Saint Martin,United States Virgin Islands,2,1,1,0,0
Saint Vincent and the Grenadines,Suriname,3,1,1,1,-2
Saint Vincent and the Grenadines,Trinidad and Tobago,3,1,2,0,-4
Samoa,Solomon Islands,1,0,1,0,-1
Samoa,Tahiti,3,0,3,0,-6
Samoa,Tonga,3,3,0,0,6
Samoa,Vanuatu,2,0,2,0,-14
San Marino,Scotland,2,0,2,0,-8
San Marino,Seychelles,1,0,0,1,0
San Marino,Slovakia,1,0,1,0,-4
San Marino,Slovenia,3,0,3,0,-10
Saudi Arabia,Senegal,1,0,0,1,0
Saudi Arabia,Serbia,1,0,1,0,-1
Saudi Arabia,Singapore,2,2,0,0,6
Saudi Arabia,South Korea,2,0,1,1,-1
Saudi Arabia,Spain,1,0,1,0,-4
Saudi Arabia,Tajikistan,2,1,0,1,1
Saudi Arabia,Thailand,1,0,0,1,0
Saudi Arabia,Trinidad and Tobago,1,0,0,1,0
Saudi Arabia,United Arab Emirates,1,0,1,0,-1
Saudi Arabia,United States,2,0,1,1,-1
Saudi Arabia,Uruguay,1,0,0,1,0
Saudi Arabia,Uzbekistan,2,2,0,0,4
Saudi Arabia,Venezuela,2,0,2,0,-2
Saudi Arabia,Vietnam,2,2,0,0,3
Saudi Arabia,Yemen,4,3,0,1,6
Scotland,Serbia,1,0,0,1,0
Scotland,Slovakia,2,1,1,0,0
Scotland,Spain,2,1,1,0,0
Scotland,Switzerland,1,0,0,1,0
Scotland,Turkey,1,0,1,0,-1
Scotland,Ukraine,3,1,1,1,1
Senegal,South Africa,1,0,0,1,0
Senegal,South Sudan,2,2,0,0,9
Senegal,Sudan,3,2,0,1,4
Senegal,Tanzania,1,1,0,0,2
Senegal,Togo,4,2,0,2,4
Senegal,Tunisia,1,1,0,0,1
Senegal,Uganda,1,1,0,0,1
Senegal,United States,1,0,1,0,-1
Senegal,Zambia,2,1,1,0,1
Senegal,Zimbabwe,2,2,0,0,2
Serbia,Slovenia,3,1,0,2,3
Serbia,Spain,3,0,2,1,-6
Serbia,Sweden,3,3,0,0,7
Serbia,Switzerland,3,1,1,1,1
Serbia,Turkey,2,0,0,2,0
Serbia,Ukraine,2,0,1,1,-5
Serbia,United States,1,1,0,0,1
Seychelles,South Sudan,2,0,2,0,-2
Seychelles,Sri Lanka,2,1,0,1,1
Seychelles,Zambia,1,0,1,0,-2
Shetland,Ynys Môn,2,0,2,0,-3
Sierra Leone,Somalia,1,1,0,0,2
Sierra Leone,South Africa,1,0,1,0,-4
Sierra Leone,South Sudan,1,0,0,1,0
Sierra Leone,São Tomé and Príncipe,2,1,0,1,2
Sierra Leone,Togo,1,0,1,0,-3
Sierra Leone,Zambia,2,0,2,0,-3
Singapore,Solomon Islands,2,1,0,1,1
Singapore,South Korea,2,0,2,0,-12
Singapore,Taiwan,2,1,1,0,1
Singapore,Tajikistan,2,0,2,0,-3
Singapore,Thailand,5,0,5,0,-9
Singapore,Timor-Leste,2,2,0,0,5
Singapore,Uzbekistan,2,0,2,0,-7
Singapore,Vietnam,4,0,3,1,-8
Singapore,Yemen,2,1,0,1,1
Sint Maarten,Turks and Caicos Islands,4,1,3,0,0
Sint Maarten,United States Virgin Islands,2,1,0,1,1
Slovakia,Slovenia,4,0,1,3,-1
Slovakia,Spain,1,0,1,0,-5
Slovakia,Sweden,3,0,2,1,-2
Slovakia,Ukraine,1,0,1,0,-1
Slovakia,Wales,3,1,1,1,3
Slovenia,Sweden,4,0,1,3,-2
Slovenia,Switzerland,2,0,1,1,-3
Slovenia,United States,1,1,0,0,1
Solomon Islands,Tahiti,2,1,1,0,-1
Solomon Islands,Taiwan,1,1,0,0,1
Solomon Islands,Tuvalu,1,1,0,0,13
Solomon Islands,Vanuatu,6,4,2,0,6
Somalia,Uganda,2,0,2,0,-3
Somalia,Zimbabwe,2,1,1,0,-1
Somaliland,Yorkshire,1,0,1,0,-4
South Africa,South Sudan,2,2,0,0,4
South Africa,Sudan,2,1,1,0,-1
South Africa,São Tomé and Príncipe,2,2,0,0,4
South Africa,Tanzania,1,0,0,1,0
South Africa,Tunisia,1,0,0,1,0
South Africa,Uganda,4,2,0,2,3
South Africa,Zambia,4,1,2,1,0
South Africa,Zimbabwe,5,3,0,2,4
South Korea,Sri Lanka,2,2,0,0,13
South Korea,Syria,2,2,0,0,3
South Korea,Thailand,2,1,0,1,3
South Korea,Trinidad and Tobago,1,1,0,0,5
South Korea,Tunisia,1,1,0,0,4
South Korea,Turkmenistan,2,2,0,0,7
South Korea,United Arab Emirates,2,1,1,0,0
South Korea,United States,1,1,0,0,2
South Korea,Uruguay,2,0,1,1,-1
South Korea,Vietnam,1,1,0,0,6
South Korea,Wales,1,0,0,1,0
South Ossetia,Székely Land,1,0,0,1,0
South Ossetia,Western Armenia,2,2,0,0,2
South Sudan,Sudan,2,0,1,1,-3
South Sudan,Syria,1,0,1,0,-2
South Sudan,São Tomé and Príncipe,2,0,0,2,0
South Sudan,Togo,2,0,0,2,0
South Sudan,Uganda,4,1,3,0,-2
South Sudan,Uzbekistan,1,0,1,0,-3
Spain,Sweden,5,2,1,2,3
Spain,Switzerland,7,4,1,2,5
Spain,Turkey,2,1,0,1,6
Spain,Ukraine,2,1,1,0,3
Sri Lanka,Taiwan,1,1,0,0,2
Sri Lanka,Thailand,3,0,3,0,-7
Sri Lanka,Turkmenistan,4,1,3,0,-4
Sri Lanka,United Arab Emirates,1,0,1,0,-4
Sri Lanka,Uzbekistan,1,0,1,0,-3
Sri Lanka,Yemen,4,1,2,1,-4
Sudan,São Tomé and Príncipe,2,2,0,0,6
Sudan,Tanzania,2,0,0,2,0
Sudan,Togo,3,0,1,2,-1
Sudan,Tunisia,1,0,1,0,-3
Sudan,Zambia,1,0,1,0,-1
Sudan,Zimbabwe,1,0,0,1,0
Suriname,Thailand,1,0,1,0,-1
Sweden,Switzerland,2,0,2,0,-5
Sweden,Tunisia,1,1,0,0,4
Sweden,Ukraine,2,1,1,0,1
Sweden,Uzbekistan,1,1,0,0,1
Switzerland,Turkey,1,1,0,0,2
Switzerland,Ukraine,2,1,1,0,2
Switzerland,United States,2,2,0,0,5
Switzerland,Wales,1,0,0,1,0
Syria,Tajikistan,3,2,1,0,0
Syria,Thailand,2,1,1,0,1
Syria,Tunisia,2,2,0,0,3
Syria,United Arab Emirates,5,0,3,2,-5
Syria,Uzbekistan,3,1,1,1,-1
Syria,Venezuela,1,0,1,0,-1
Syria,Vietnam,1,0,1,0,-1
Syria,Yemen,1,0,0,1,0
Székely Land,Sápmi,1,0,1,0,-1
Székely Land,Two Sicilies,1,1,0,0,7
Székely Land,Western Armenia,1,0,1,0,-5
São Tomé and Príncipe,Tunisia,2,0,2,0,-10
Tahiti,Tuvalu,1,1,0,0,7
Tahiti,Vanuatu,2,1,1,0,0
Taiwan,Thailand,4,1,2,1,-6
Taiwan,Timor-Leste,2,2,0,0,7
Taiwan,Turkmenistan,2,0,2,0,-3
Tajikistan,Thailand,1,0,0,1,0
Tajikistan,Timor-Leste,2,2,0,0,6
Tajikistan,Trinidad and Tobago,1,1,0,0,1
Tajikistan,Turkmenistan,1,0,0,1,0
Tajikistan,Uganda,1,0,0,1,0
Tajikistan,United Arab Emirates,3,0,1,2,-1
Tajikistan,Uzbekistan,1,0,1,0,-4
Tamil Eelam,Tibet,1,1,0,0,2
Tanzania,Tunisia,3,0,1,2,-1
Tanzania,Uganda,6,3,2,1,2
Tanzania,Zambia,3,1,1,1,0
Tanzania,Zanzibar,1,0,1,0,-1
Tanzania,Zimbabwe,1,0,0,1,0
Thailand,Timor-Leste,2,2,0,0,12
Thailand,Trinidad and Tobago,1,1,0,0,1
Thailand,Turkmenistan,2,1,1,0,-1
Thailand,United Arab Emirates,4,1,2,1,-3
Thailand,Uzbekistan,2,0,2,0,-3
Thailand,Vietnam,9,3,2,4,2
Tonga,Tuvalu,1,0,1,0,-4
Tonga,Vanuatu,1,0,1,0,-14
Trinidad and Tobago,United States,6,1,5,0,-26
Trinidad and Tobago,Venezuela,2,0,2,0,-5
Trinidad and Tobago,Wales,1,0,1,0,-1
Tunisia,Uganda,1,1,0,0,2
Tunisia,United Arab Emirates,1,1,0,0,1
Tunisia,Zambia,2,2,0,0,4
Turkey,United States,1,1,0,0,1
Turkey,Uzbekistan,1,1,0,0,2
Turkey,Venezuela,1,1,0,0,1
Turkey,Wales,5,1,1,3,0
Turkmenistan,Uganda,1,0,0,1,0
Turkmenistan,Uzbekistan,4,0,4,0,-10
Turks and Caicos Islands,United States Virgin Islands,3,1,1,1,0
Tuvalu,Vanuatu,1,0,1,0,-6
Uganda,Uzbekistan,1,0,1,0,-2
Uganda,Zambia,1,0,1,0,-3
Uganda,Zimbabwe,1,0,0,1,0
Ukraine,Wales,1,0,1,0,-1
United Arab Emirates,Uzbekistan,3,0,2,1,-2
United Arab Emirates,Venezuela,1,0,1,0,-4
United Arab Emirates,Vietnam,2,1,1,0,0
United Arab Emirates,Yemen,3,3,0,0,7
United States,Uruguay,4,1,1,2,3
United States,Uzbekistan,1,1,0,0,3
United States,Venezuela,2,1,1,0,-1
United States,Wales,2,0,0,2,0
Uruguay,Uzbekistan,1,1,0,0,1
Uruguay,Venezuela,4,2,0,2,5
Uzbekistan,Venezuela,2,0,0,2,0
Uzbekistan,Vietnam,1,1,0,0,2
Uzbekistan,Yemen,2,2,0,0,6
Vietnam,Yemen,1,1,0,0,2
Western Isles,Ynys Môn,2,0,2,0,-2
Western Isles,Åland Islands,1,1,0,0,2
Zambia,Zimbabwe,3,1,1,1,1
